Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
Central,BANGALORE,Antique,Chains,1383309.52,169,BB10751,1554277.05,1513388.42,40888.63,2.63,12657,NS001-512609270-252,Store,14-03-2025,C10751,Bangles,classic,Male,MODERN,49.19,50.14,3,2.24,A373307
North,BANGALORE,Antique,Rings,1225316.01,256,BB10752,1393269.88,1339068.08,54201.8,3.89,15446,NS001-670365249-158,Online,09-03-2025,C10752,Bangles,xyz,Female,PCJ-PLAIN,43.38,44.64,1,2.13,A447339
Central,CHENNAI,CZ,Bangles,1702600.35,198,BB10753,2212563.34,2147612.52,64950.82,2.94,17299,NS001-317383009-204,Online,06-04-2025,C10753,Bangles,classic,Female,TRADITIONAL,19.49,21.24,3,1.23,A326302
Central,BANGALORE,KDM,Chains,2161627.54,401,BB10754,2527780.94,2462537.55,65243.39,2.58,15214,NS001-358150606-815,Online,19-03-2025,C10754,Rings,bold,Male,IND-GOLD,12.42,14.16,2,2.2,A655257
South,CHENNAI,Antique,Bracelets,2046724.02,408,BB10755,2304257.98,2205132.95,99125.03,4.3,13991,NS001-243264345-143,Online,23-03-2025,C10755,Chains,bold,Male,TRADITIONAL,37.43,38.03,2,0.39,A142462
South,MUMBAI,Plain,Chains,1095740.97,385,BB10756,1286648.34,1256694.63,29953.71,2.33,14646,NS001-619086338-945,Store,31-03-2025,C10756,Chains,bold,Female,IND-GOLD,46.49,47.92,2,2.11,A324113
Central,DELHI,Antique,Bangles,1852931.67,265,BB10757,2181920.93,2123841.57,58079.36,2.66,12207,NS001-279909340-169,Online,06-04-2025,C10757,Rings,abc,Female,PCJ-PLAIN,29.14,30.31,2,1.3,A467615
North,DELHI,Antique,Chains,1331007.38,205,BB10758,1497547.96,1455621.41,41926.55,2.8,19921,NS001-841856704-442,Store,01-04-2025,C10758,Chains,abc,Male,TRADITIONAL,36.25,38.11,2,1.7,A339674
West,BANGALORE,CZ,Bangles,2490585.73,394,BB10759,3160965.04,3044279.15,116685.89,3.69,13076,NS001-177242153-668,Online,27-04-2025,C10759,Bracelets,abc,Female,IND-GOLD,14.63,15.36,1,0.37,A607378
East,HYDERABAD,KDM,Bracelets,1586178.34,318,BB10760,2048285.89,2018974.28,29311.61,1.43,18651,NS001-808637118-898,Store,28-03-2025,C10760,Bangles,bold,Female,IND-GOLD,19.52,20.08,3,0,A418792
Central,CHENNAI,CZ,Chains,1181340,380,BB10761,1525870.15,1476459.27,49410.88,3.24,11294,NS001-316610921-759,Online,14-03-2025,C10761,Chains,classic,Female,TRADITIONAL,21.41,22.15,3,0.52,A295346
East,HYDERABAD,Antique,Bangles,1210981.61,192,BB10762,1394948.76,1326643.74,68305.02,4.9,18111,NS001-550463417-324,Store,19-03-2025,C10762,Bangles,xyz,Female,PCJ-PLAIN,43.46,44.59,1,1.44,A201763
East,HYDERABAD,CZ,Rings,2052350.76,341,BB10763,2611165.11,2557512.56,53652.55,2.05,18316,NS001-271066867-894,Online,27-04-2025,C10763,Rings,abc,Male,MODERN,31.71,33.16,3,1.69,A652008
North,BANGALORE,CZ,Rings,1461423.29,109,BB10764,1785260.53,1730323.75,54936.78,3.08,13368,NS001-943977724-511,Online,10-03-2025,C10764,Bracelets,abc,Male,PCJ-PLAIN,23.15,25.02,1,2.35,A194886
West,BANGALORE,Antique,Bangles,1249466.71,322,BB10765,1488178.02,1439822.61,48355.41,3.25,14244,NS001-383152479-742,Online,05-03-2025,C10765,Bracelets,abc,Female,PCJ-PLAIN,33.76,35.31,3,2.19,A869978
North,DELHI,CZ,Bracelets,2448405.96,220,BB10766,3166972.8,3038790.28,128182.52,4.05,19945,NS001-785062893-721,Online,10-03-2025,C10766,Bracelets,xyz,Male,IND-GOLD,35.75,37.72,2,0.86,A465311
West,BANGALORE,CZ,Rings,2239001.42,470,BB10767,2748987.91,2627648.19,121339.72,4.41,10387,NS001-391808513-290,Online,08-03-2025,C10767,Rings,abc,Female,IND-GOLD,43.49,44.94,1,1.68,A629832
North,HYDERABAD,KDM,Rings,1915674.21,124,BB10768,2283040.58,2179874.82,103165.76,4.52,13622,NS001-590856643-633,Store,29-03-2025,C10768,Rings,bold,Male,IND-GOLD,45.91,46.59,3,1.55,A967678
Central,CHENNAI,KDM,Chains,1865050.24,134,BB10769,2220738.46,2119553.39,101185.07,4.56,13514,NS001-212022534-469,Store,03-03-2025,C10769,Chains,bold,Male,PCJ-PLAIN,35.87,36.98,3,1.75,A589913
East,MUMBAI,Antique,Chains,1429179.83,210,BB10770,1749262.5,1692993.65,56268.85,3.22,15512,NS001-567929257-838,Online,11-03-2025,C10770,Chains,bold,Female,IND-GOLD,38.22,40.17,3,2.04,A866293
West,HYDERABAD,Antique,Rings,1167138.73,287,BB10771,1290830.95,1232951.69,57879.26,4.48,10080,NS001-859436346-589,Online,23-03-2025,C10771,Bangles,bold,Male,IND-GOLD,11.26,12.85,2,2.18,A112975
East,CHENNAI,CZ,Rings,1855614.21,252,BB10772,2087263.12,1983557.38,103705.74,4.97,13716,NS001-801650379-146,Online,08-04-2025,C10772,Rings,abc,Female,TRADITIONAL,41.56,42.42,1,1.66,A462571
East,MUMBAI,KDM,Chains,1587413.24,313,BB10773,2035898.05,1977276.18,58621.87,2.88,16716,NS001-544475659-202,Online,18-04-2025,C10773,Chains,xyz,Female,IND-GOLD,32.1,33.21,1,0.83,A746437
West,DELHI,CZ,Rings,1279575.44,491,BB10774,1458915.47,1400691.34,58224.13,3.99,18198,NS001-379113430-519,Store,12-03-2025,C10774,Chains,abc,Female,TRADITIONAL,23.69,24.83,3,0.3,A232179
Central,DELHI,Plain,Chains,2161961.36,300,BB10775,2706694.68,2604410.19,102284.49,3.78,13390,NS001-593129418-122,Online,08-04-2025,C10775,Bangles,abc,Female,IND-GOLD,28.25,29.4,3,0.53,A292425
East,DELHI,CZ,Bangles,1957930.43,240,BB10776,2507266.15,2408167.15,99099,3.95,12663,NS001-619673644-838,Online,11-03-2025,C10776,Chains,xyz,Female,TRADITIONAL,20.46,21.92,3,0.62,A470838
East,MUMBAI,Antique,Bangles,1804690.4,141,BB10777,2173715.88,2068324.17,105391.71,4.85,18727,NS001-316691537-705,Store,25-03-2025,C10777,Bracelets,xyz,Female,PCJ-PLAIN,10.09,11.97,3,0.15,A587258
South,BANGALORE,Antique,Rings,1094069.62,218,BB10778,1339093.82,1290698.05,48395.77,3.61,13460,NS001-649316061-521,Store,14-03-2025,C10778,Rings,abc,Female,IND-GOLD,18.36,19.3,1,0.14,A643395
South,DELHI,Plain,Rings,1015124.31,164,BB10779,1275104,1217594.7,57509.3,4.51,14833,NS001-433870619-543,Online,11-04-2025,C10779,Bracelets,classic,Female,PCJ-PLAIN,31.25,32.06,3,1.91,A266597
North,MUMBAI,KDM,Rings,1170680.26,431,BB10780,1404025.74,1337707.76,66317.98,4.72,10880,NS001-983819472-514,Online,17-04-2025,C10780,Bangles,bold,Male,TRADITIONAL,35.81,37.44,1,1.69,A104518
West,HYDERABAD,KDM,Chains,1374725.13,108,BB10781,1670816.65,1651764.8,19051.85,1.14,19736,NS001-205764017-214,Online,17-03-2025,C10781,Bracelets,abc,Female,TRADITIONAL,25.32,26.65,1,0.63,A442473
North,BANGALORE,Plain,Bangles,2310083.54,432,BB10782,2703159.53,2633740.7,69418.83,2.57,12472,NS001-900176071-734,Online,15-04-2025,C10782,Chains,abc,Female,IND-GOLD,29.47,30.27,1,1.49,A912359
West,CHENNAI,CZ,Chains,2362828.23,333,BB10783,2945193.55,2878872.25,66321.3,2.25,15402,NS001-509615840-565,Store,16-04-2025,C10783,Bangles,xyz,Female,TRADITIONAL,22.82,23.41,2,1.41,A589534
North,DELHI,Antique,Bangles,2305219.65,409,BB10784,2835295.84,2738190.74,97105.1,3.42,17308,NS001-489505585-251,Store,27-03-2025,C10784,Chains,classic,Male,TRADITIONAL,42.91,44.49,1,1.24,A943868
South,MUMBAI,Antique,Rings,1210245.48,333,BB10785,1425985.4,1393378.72,32606.68,2.29,10173,NS001-129664534-148,Online,23-03-2025,C10785,Bangles,xyz,Male,PCJ-PLAIN,20.15,21.26,2,0.02,A958979
East,DELHI,CZ,Chains,1591352.95,351,BB10786,1898126.98,1822956.78,75170.2,3.96,17447,NS001-115891717-427,Online,24-03-2025,C10786,Rings,bold,Male,TRADITIONAL,14.22,15.14,3,0.73,A590565
Central,BANGALORE,KDM,Bracelets,1707620.71,118,BB10787,1891147.81,1842389.33,48758.48,2.58,19321,NS001-609788870-873,Online,28-03-2025,C10787,Bracelets,abc,Male,IND-GOLD,19.4,20.36,3,1.16,A381315
South,BANGALORE,KDM,Rings,1598259.55,301,BB10788,2044210.67,1955873.12,88337.55,4.32,10036,NS001-944719154-791,Online,15-04-2025,C10788,Rings,xyz,Male,IND-GOLD,42.87,43.54,3,1.62,A412678
Central,BANGALORE,Antique,Bangles,1964933.83,194,BB10789,2347404.25,2318354.72,29049.53,1.24,14879,NS001-918010239-596,Store,22-03-2025,C10789,Bangles,bold,Female,MODERN,19.5,20.19,3,1.38,A850901
North,HYDERABAD,Plain,Chains,1221974.49,261,BB10790,1390462.63,1345094.64,45367.99,3.26,16906,NS001-141942901-315,Online,01-04-2025,C10790,Rings,abc,Male,TRADITIONAL,21.6,23.09,3,1.01,A842496
North,BANGALORE,CZ,Bracelets,1722037.34,448,BB10791,1930800.16,1868623.86,62176.3,3.22,10299,NS001-843070361-522,Store,06-04-2025,C10791,Bangles,classic,Female,MODERN,31.94,32.65,3,2.39,A689348
South,DELHI,Plain,Bangles,1536943.78,218,BB10792,1704581.96,1682544.53,22037.43,1.29,12989,NS001-404411186-700,Online,17-03-2025,C10792,Rings,classic,Female,MODERN,21.05,21.82,3,1.4,A467630
North,MUMBAI,CZ,Rings,1148649.35,333,BB10793,1281915.88,1224058.74,57857.14,4.51,19928,NS001-153580187-939,Store,13-04-2025,C10793,Rings,bold,Male,TRADITIONAL,43.52,45.42,2,1.16,A639376
Central,CHENNAI,Plain,Bangles,1809338.11,268,BB10794,2320964.93,2237550.36,83414.57,3.59,12646,NS001-600172483-126,Online,17-03-2025,C10794,Chains,abc,Male,TRADITIONAL,36.52,38.48,1,1.88,A999152
North,BANGALORE,Plain,Bangles,1596094.17,109,BB10795,1961113.75,1928593.6,32520.15,1.66,13524,NS001-160965167-479,Store,12-04-2025,C10795,Bangles,classic,Male,PCJ-PLAIN,38.56,39.67,3,1.93,A755110
East,DELHI,CZ,Chains,2370496.79,156,BB10796,2674782.26,2555025,119757.26,4.48,18762,NS001-554652122-551,Store,30-04-2025,C10796,Bangles,classic,Female,MODERN,45.19,47.17,2,1.48,A256392
West,HYDERABAD,CZ,Bracelets,2278495.81,141,BB10797,2938161.67,2807184.85,130976.82,4.46,11519,NS001-936548468-912,Online,04-03-2025,C10797,Bracelets,bold,Female,MODERN,43.99,45.1,3,0.6,A379194
East,DELHI,Antique,Bangles,2202515.08,257,BB10798,2628878.96,2561638.72,67240.24,2.56,10867,NS001-297006970-985,Online,14-03-2025,C10798,Rings,xyz,Female,PCJ-PLAIN,42.35,42.9,2,0.7,A236475
West,BANGALORE,Plain,Bangles,1572091.42,213,BB10799,1758597.07,1728190.14,30406.93,1.73,14957,NS001-992653527-532,Store,18-04-2025,C10799,Bracelets,bold,Female,MODERN,31.65,32.84,2,2.12,A366380
West,CHENNAI,Plain,Bangles,1961244.63,158,BB10800,2285661.97,2179653.61,106008.36,4.64,19312,NS001-853999466-642,Online,09-03-2025,C10800,Rings,abc,Female,PCJ-PLAIN,28.47,29.18,3,0.04,A891567
East,HYDERABAD,KDM,Bangles,2438119.31,463,BB10801,3139574.69,3030633.21,108941.48,3.47,16232,NS001-199014700-926,Store,03-03-2025,C10801,Bracelets,classic,Male,MODERN,11.39,12.31,3,0.67,A744804
East,DELHI,KDM,Rings,1783801.14,335,BB10802,2235951.68,2132496.24,103455.44,4.63,15741,NS001-365874140-184,Store,29-04-2025,C10802,Chains,xyz,Male,MODERN,44.16,45.2,1,1.6,A492769
West,DELHI,KDM,Chains,2174963.68,308,BB10803,2528677.94,2414399.27,114278.67,4.52,13201,NS001-492678669-610,Online,18-03-2025,C10803,Bracelets,classic,Male,IND-GOLD,15.45,17.09,1,0.07,A619729
North,CHENNAI,Antique,Bracelets,1874061.89,306,BB10804,2370024.49,2263485.61,106538.88,4.5,18014,NS001-180834403-475,Store,16-04-2025,C10804,Rings,abc,Female,TRADITIONAL,17.72,18.86,3,2.24,A968219
North,BANGALORE,KDM,Chains,1620828.94,140,BB10805,2011093.71,1942597.87,68495.84,3.41,12771,NS001-900148165-599,Store,16-04-2025,C10805,Bracelets,xyz,Female,IND-GOLD,43.08,43.97,1,0.73,A970167
North,CHENNAI,Antique,Bracelets,1957700,331,BB10806,2448459.72,2346702.93,101756.79,4.16,18257,NS001-624333451-899,Online,30-03-2025,C10806,Bangles,classic,Male,MODERN,23.54,25.1,2,2.07,A750180
Central,HYDERABAD,Plain,Bangles,1955615.16,363,BB10807,2218589.57,2119960.67,98628.9,4.45,14653,NS001-494393982-859,Store,08-04-2025,C10807,Bracelets,classic,Male,TRADITIONAL,12.52,13.58,1,0.67,A255149
North,HYDERABAD,CZ,Bangles,1638318.42,452,BB10808,2044870.1,1947820.7,97049.4,4.75,11894,NS001-259945449-883,Online,10-03-2025,C10808,Bangles,bold,Male,MODERN,36.77,37.43,3,1.38,A453937
Central,CHENNAI,Plain,Chains,1483472.16,206,BB10809,1773513.83,1701897.65,71616.18,4.04,19102,NS001-564662373-287,Online,11-03-2025,C10809,Bracelets,classic,Female,IND-GOLD,36.28,38.18,2,0.28,A574549
Central,MUMBAI,Plain,Chains,1576070.18,155,BB10810,1891125.1,1866713.66,24411.44,1.29,16543,NS001-320691621-208,Store,01-04-2025,C10810,Chains,classic,Male,MODERN,42.11,42.79,3,1.04,A143017
North,CHENNAI,KDM,Bangles,1655080.96,279,BB10811,2020789.51,1947135.56,73653.95,3.64,10971,NS001-928712111-148,Online,27-03-2025,C10811,Rings,xyz,Male,PCJ-PLAIN,45.43,47.26,3,1.49,A621071
East,DELHI,KDM,Rings,1061800.3,396,BB10812,1369247.93,1318996.3,50251.63,3.67,13765,NS001-864607635-550,Store,27-03-2025,C10812,Rings,abc,Female,IND-GOLD,32.67,33.97,3,0.71,A881248
Central,HYDERABAD,Antique,Chains,2077446.7,155,BB10813,2479876.71,2405095.24,74781.47,3.02,12311,NS001-315374007-958,Online,24-03-2025,C10813,Bracelets,bold,Female,IND-GOLD,44.1,45.45,3,2,A619688
South,MUMBAI,Antique,Rings,1105739.37,384,BB10814,1422777.18,1406963.7,15813.48,1.11,16593,NS001-382543913-855,Online,22-03-2025,C10814,Bangles,classic,Male,IND-GOLD,47.75,48.71,3,1.86,A725549
Central,DELHI,CZ,Bracelets,2225975.71,425,BB10815,2850170.46,2724440.04,125730.42,4.41,14347,NS001-828270904-369,Store,05-03-2025,C10815,Bracelets,xyz,Male,MODERN,48.43,49.57,1,0.03,A940363
North,MUMBAI,CZ,Bracelets,1526730.53,247,BB10816,1974812.79,1887952.14,86860.65,4.4,12370,NS001-534816861-890,Store,07-03-2025,C10816,Rings,bold,Male,MODERN,30.27,31.61,2,2.18,A110327
West,BANGALORE,KDM,Rings,2021471.59,393,BB10817,2243978.08,2170170.45,73807.63,3.29,12605,NS001-402718207-791,Store,12-03-2025,C10817,Bracelets,xyz,Female,MODERN,18.46,19.16,3,1.79,A996191
East,HYDERABAD,CZ,Chains,1666406.49,102,BB10818,1961082.98,1889129.14,71953.84,3.67,10960,NS001-221156677-861,Online,14-03-2025,C10818,Rings,bold,Female,MODERN,38.39,40.06,3,0.45,A992018
South,MUMBAI,Plain,Bracelets,1802794.85,105,BB10819,2028514.47,1980440.25,48074.22,2.37,19269,NS001-257324063-492,Store,07-04-2025,C10819,Bracelets,abc,Male,IND-GOLD,12.51,14.24,1,1.92,A978267
East,HYDERABAD,CZ,Bracelets,1871757.02,363,BB10820,2248019.89,2190118.23,57901.66,2.58,10759,NS001-726253453-762,Online,08-04-2025,C10820,Rings,bold,Female,MODERN,24.74,25.34,3,0.25,A595708
East,CHENNAI,Antique,Rings,1606878.09,499,BB10821,2024931.52,2001147.37,23784.15,1.17,17020,NS001-684719290-210,Online,11-03-2025,C10821,Rings,xyz,Male,MODERN,47.46,49.26,1,1.05,A936411
North,DELHI,Plain,Rings,1875443.56,281,BB10822,2399424.53,2330489.89,68934.64,2.87,19456,NS001-411050760-658,Online,28-04-2025,C10822,Chains,classic,Female,PCJ-PLAIN,23.56,24.15,2,1.24,A362464
South,DELHI,KDM,Bangles,2008484.38,221,BB10823,2482594.15,2424988.13,57606.02,2.32,11373,NS001-999517669-769,Online,18-03-2025,C10823,Chains,bold,Male,MODERN,20.55,21.96,3,1.41,A908832
East,BANGALORE,Antique,Chains,1310556.59,196,BB10824,1512762.8,1472545.81,40216.99,2.66,11991,NS001-246505178-141,Store,13-04-2025,C10824,Rings,bold,Male,MODERN,40.41,41.35,3,0.17,A494321
Central,CHENNAI,Antique,Chains,1877789.83,103,BB10825,2396067.52,2360131.95,35935.57,1.5,10692,NS001-975338617-369,Online,17-04-2025,C10825,Rings,abc,Male,IND-GOLD,29.94,30.48,1,2.06,A678945
Central,HYDERABAD,KDM,Bangles,1193479.47,427,BB10826,1444158.25,1382405.44,61752.81,4.28,15621,NS001-954163409-976,Online,11-03-2025,C10826,Chains,abc,Male,IND-GOLD,42.32,43.26,3,2.09,A978476
Central,CHENNAI,Antique,Bracelets,2485555.23,172,BB10827,3181536.23,3050414.95,131121.28,4.12,13542,NS001-194132070-755,Store,06-04-2025,C10827,Rings,bold,Female,TRADITIONAL,25.05,26.47,2,1.94,A184750
West,BANGALORE,CZ,Rings,2211376.12,290,BB10828,2539042.28,2490745.26,48297.02,1.9,18060,NS001-281415900-940,Online,21-03-2025,C10828,Bracelets,classic,Male,MODERN,42.48,43.85,2,0.3,A655736
Central,MUMBAI,CZ,Rings,2262618.69,481,BB10829,2791492.87,2721881.69,69611.18,2.49,17957,NS001-598349204-371,Store,08-04-2025,C10829,Bangles,classic,Male,PCJ-PLAIN,43.71,45.66,3,1.03,A292739
East,DELHI,KDM,Bracelets,1579766.47,342,BB10830,1821267.36,1769920.94,51346.42,2.82,11493,NS001-255237448-873,Online,07-04-2025,C10830,Bangles,bold,Male,PCJ-PLAIN,44.62,45.27,2,1.78,A407748
West,HYDERABAD,Antique,Bangles,1528179.3,186,BB10831,1974361.03,1930927.45,43433.58,2.2,17248,NS001-758955039-355,Store,29-04-2025,C10831,Rings,bold,Female,TRADITIONAL,47.78,49.46,1,1.43,A127563
Central,BANGALORE,CZ,Chains,1861451.43,290,BB10832,2328007.15,2242013.65,85993.5,3.69,16843,NS001-779256407-910,Store,16-04-2025,C10832,Bracelets,abc,Male,IND-GOLD,45.09,45.71,2,1.42,A396942
South,HYDERABAD,Antique,Chains,1408704.41,135,BB10833,1636698.76,1584876.39,51822.37,3.17,14617,NS001-979790447-892,Store,24-03-2025,C10833,Rings,bold,Female,MODERN,46.33,47.12,2,2.31,A179143
West,CHENNAI,CZ,Chains,1027861.47,110,BB10834,1186354.18,1165322.4,21031.78,1.77,12997,NS001-564737915-981,Online,29-04-2025,C10834,Chains,bold,Female,IND-GOLD,22.16,23.52,3,1.72,A880993
West,MUMBAI,Antique,Chains,1822676.08,359,BB10835,2017118.44,1947966.08,69152.36,3.43,19263,NS001-998900530-619,Online,27-03-2025,C10835,Chains,xyz,Male,PCJ-PLAIN,47.7,49.3,1,0.48,A683473
East,BANGALORE,KDM,Chains,2149069.6,365,BB10836,2614094.45,2546326.42,67768.03,2.59,16280,NS001-259574243-815,Store,21-04-2025,C10836,Rings,abc,Male,TRADITIONAL,16.41,18.2,2,2.38,A132795
Central,MUMBAI,Antique,Bangles,1175166.66,373,BB10837,1395143.8,1334164.45,60979.35,4.37,13226,NS001-902770590-849,Store,17-03-2025,C10837,Bracelets,bold,Male,TRADITIONAL,36.56,38.35,1,1.61,A540383
South,DELHI,Antique,Rings,1091055.8,432,BB10838,1273135.27,1234516.42,38618.85,3.03,17820,NS001-877821150-397,Store,30-03-2025,C10838,Chains,classic,Female,MODERN,44.6,45.57,3,1.22,A342997
South,DELHI,Antique,Rings,2167608.56,167,BB10839,2614320.03,2537844.7,76475.33,2.93,13453,NS001-207746841-808,Store,17-04-2025,C10839,Bangles,abc,Female,TRADITIONAL,10.66,12.57,3,1.84,A371564
Central,CHENNAI,CZ,Chains,1018580.33,318,BB10840,1124186.95,1094431.88,29755.07,2.65,17968,NS001-994681558-486,Store,06-04-2025,C10840,Bracelets,classic,Male,TRADITIONAL,42.56,43.36,3,1.76,A552563
North,DELHI,Antique,Rings,2026833.31,123,BB10841,2331291.98,2277046.98,54245,2.33,16905,NS001-660320468-982,Online,27-04-2025,C10841,Bracelets,abc,Female,MODERN,35.24,35.76,3,1.1,A763675
North,CHENNAI,KDM,Rings,1658772.63,482,BB10842,1953738.23,1902135.89,51602.34,2.64,15782,NS001-133081880-364,Online,14-03-2025,C10842,Bangles,bold,Male,PCJ-PLAIN,15.59,16.34,1,1.36,A307339
North,BANGALORE,KDM,Chains,2283832.6,150,BB10843,2562988.82,2522141.3,40847.52,1.59,13252,NS001-936854662-208,Store,02-03-2025,C10843,Bracelets,abc,Female,TRADITIONAL,31.66,33.55,3,0.73,A565727
Central,DELHI,Plain,Bracelets,1819004.27,434,BB10844,2194322.28,2115604.02,78718.26,3.59,13453,NS001-986625918-360,Store,20-04-2025,C10844,Bracelets,bold,Male,MODERN,34.36,35.28,3,2.21,A842686
South,HYDERABAD,CZ,Rings,1083803.63,367,BB10845,1194977.35,1162388.85,32588.5,2.73,19543,NS001-795616341-858,Store,30-04-2025,C10845,Chains,classic,Male,MODERN,47.02,48.04,2,1.53,A847920
Central,DELHI,Antique,Rings,1742472.97,189,BB10846,2256234.78,2182468.82,73765.96,3.27,10058,NS001-968959091-908,Store,02-03-2025,C10846,Rings,classic,Male,PCJ-PLAIN,38.61,39.83,1,0.49,A184604
East,MUMBAI,Antique,Chains,1055023.71,396,BB10847,1171361.27,1151710.71,19650.56,1.68,18290,NS001-728175217-277,Store,19-03-2025,C10847,Bracelets,abc,Female,MODERN,17.58,18.23,1,0.48,A534115
North,MUMBAI,CZ,Bangles,2188824.49,389,BB10848,2699450.45,2636134.74,63315.71,2.35,11121,NS001-883941947-820,Online,30-03-2025,C10848,Bracelets,xyz,Male,MODERN,45.35,46.78,3,1.19,A450443
East,CHENNAI,CZ,Rings,1435308.35,129,BB10849,1828347.98,1748473.19,79874.79,4.37,19428,NS001-119498441-485,Store,21-03-2025,C10849,Rings,xyz,Female,MODERN,16.66,17.49,3,1.05,A955910
Central,DELHI,CZ,Chains,2115903.98,495,BB10850,2419818.93,2392305.12,27513.81,1.14,14149,NS001-977503900-280,Online,14-03-2025,C10850,Rings,classic,Female,MODERN,26.09,27.66,2,2.21,A846796
East,BANGALORE,Antique,Chains,1607596.24,184,BB10851,1886817.8,1805604.94,81212.86,4.3,12644,NS001-415719366-959,Store,11-04-2025,C10851,Rings,classic,Female,MODERN,12.72,13.74,2,1.7,A156371
West,CHENNAI,Antique,Rings,1521577.26,387,BB10852,1967384.13,1904033.87,63350.26,3.22,17894,NS001-334052063-477,Online,03-03-2025,C10852,Bracelets,xyz,Female,PCJ-PLAIN,33.35,34.56,1,0.63,A235514
South,BANGALORE,Plain,Bangles,1282342.57,366,BB10853,1421579.31,1376277.91,45301.4,3.19,16588,NS001-281900204-761,Online,06-03-2025,C10853,Bracelets,xyz,Male,MODERN,10.12,12.08,2,1.71,A943209
North,DELHI,Antique,Bangles,2226227.46,110,BB10854,2793442.19,2707033.87,86408.32,3.09,18534,NS001-553072050-925,Store,18-04-2025,C10854,Chains,xyz,Male,TRADITIONAL,46.17,47.17,2,0.75,A424532
East,BANGALORE,Plain,Rings,1491926.04,372,BB10855,1850887.82,1796137.76,54750.06,2.96,12842,NS001-694759132-589,Store,26-04-2025,C10855,Bangles,bold,Female,MODERN,49.28,50.19,1,1.71,A622611
Central,MUMBAI,CZ,Bangles,1370582.81,432,BB10856,1547633.25,1481395.17,66238.08,4.28,10032,NS001-420331644-721,Online,16-03-2025,C10856,Bracelets,bold,Male,MODERN,28.75,30.3,1,0.66,A499759
South,BANGALORE,Plain,Rings,2303494.07,264,BB10857,2914065.12,2864586.1,49479.02,1.7,10199,NS001-752226780-809,Online,22-03-2025,C10857,Rings,classic,Male,IND-GOLD,18.47,20.11,3,2.16,A739264
Central,DELHI,Antique,Bracelets,1159429.68,116,BB10858,1439032.16,1396757.5,42274.66,2.94,13377,NS001-187491677-546,Online,02-04-2025,C10858,Bracelets,xyz,Female,TRADITIONAL,42.22,43.88,3,2.28,A191664
Central,DELHI,CZ,Rings,2458601.69,361,BB10859,2976928.45,2914312.49,62615.96,2.1,11408,NS001-646993517-614,Online,16-03-2025,C10859,Rings,xyz,Male,TRADITIONAL,49.34,51.2,2,2.4,A735650
West,MUMBAI,CZ,Rings,1708670.48,478,BB10860,2123798.59,2024662.16,99136.43,4.67,17501,NS001-818946136-427,Online,13-04-2025,C10860,Rings,bold,Male,MODERN,30.36,31.17,1,1.43,A396029
North,BANGALORE,Antique,Bangles,1021026.17,417,BB10861,1285480.06,1247830.48,37649.58,2.93,19944,NS001-697510763-119,Store,04-04-2025,C10861,Bangles,bold,Female,IND-GOLD,14.22,15.13,1,0.34,A939885
West,CHENNAI,Antique,Bangles,1251610.2,407,BB10862,1562224.56,1538995.26,23229.3,1.49,14951,NS001-890833870-204,Store,01-04-2025,C10862,Rings,abc,Female,IND-GOLD,27.95,29.85,3,0.23,A294424
Central,MUMBAI,Antique,Bracelets,2457411.9,442,BB10863,2955040.09,2888992.69,66047.4,2.24,14403,NS001-610382995-179,Store,09-03-2025,C10863,Bracelets,xyz,Male,TRADITIONAL,12.91,14.91,2,0.55,A137759
Central,BANGALORE,Antique,Chains,1934903.03,289,BB10864,2501348,2387222.53,114125.47,4.56,14120,NS001-546734269-139,Online,28-04-2025,C10864,Bangles,classic,Female,TRADITIONAL,29.06,30.95,3,2.4,A599547
Central,BANGALORE,Plain,Bracelets,2237949.12,390,BB10865,2712530.9,2592545.08,119985.82,4.42,19191,NS001-577793658-408,Store,04-03-2025,C10865,Rings,abc,Male,PCJ-PLAIN,46.21,47.01,2,0.86,A830163
East,MUMBAI,CZ,Bangles,2362037.55,332,BB10866,2826048.22,2710404.09,115644.13,4.09,11912,NS001-472907474-617,Online,04-03-2025,C10866,Chains,abc,Female,PCJ-PLAIN,41.1,42.7,1,1.61,A804719
West,MUMBAI,KDM,Bracelets,2373268.4,214,BB10867,2736696.48,2617140.92,119555.56,4.37,18855,NS001-518344024-477,Online,02-03-2025,C10867,Chains,bold,Male,MODERN,20.81,22.52,3,0.95,A848055
North,CHENNAI,Antique,Bangles,1430755.17,286,BB10868,1748151.56,1660822.67,87328.89,5,11001,NS001-957802300-851,Store,22-04-2025,C10868,Bracelets,abc,Female,MODERN,28.96,29.6,3,2.49,A565316
West,HYDERABAD,Antique,Bangles,1967350.29,477,BB10869,2458854.56,2394413.52,64441.04,2.62,15638,NS001-506581985-273,Online,03-04-2025,C10869,Chains,bold,Male,TRADITIONAL,27.92,29.68,2,2.46,A355061
East,DELHI,Antique,Chains,2039932.98,434,BB10870,2368320.82,2295532.73,72788.09,3.07,18777,NS001-340426548-524,Online,28-03-2025,C10870,Bangles,bold,Male,PCJ-PLAIN,17.3,18.79,1,1.35,A172548
